sl_no,heads_of_crime,major_head,minor_head,current_year_upto,prev_year_same_month,prev_month,current_month,month
205,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Agrarian,1.0,0.0,0.0,0.0,September
206,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Others,1905.0,241.0,151.0,211.0,September
207,A - IPC Crime,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)","OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)",0.0,0.0,0.0,0.0,September
208,A - IPC Crime,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC","OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC",79.0,11.0,3.0,12.0,September
209,A - IPC Crime,CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST,425.0,54.0,58.0,42.0,September
210,A - IPC Crime,CHEATING (Sec.417 to 420 IPC),,5094.0,620.0,518.0,534.0,September
211,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )","Stock Share, Debentrue Certificate",0.0,0.0,0.0,0.0,September
212,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Usage of Counterfeit Stamp,0.0,0.0,0.0,0.0,September
213,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Coins (Sec 231 to 254 IPC),0.0,0.0,0.0,0.0,September
214,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Stamps (Sec.255 to 263(A) IPC),0.0,0.0,0.0,0.0,September
215,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC),27.0,1.0,4.0,2.0,September
216,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Others,1.0,0.0,0.0,0.0,September
217,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery  ,284.0,26.0,22.0,35.0,September
218,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Organised (Racket),1.0,0.0,0.0,0.0,September
219,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery of Passport,0.0,0.0,0.0,0.0,September
220,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Other Forgery,107.0,16.0,8.0,18.0,September
221,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Acid Attack (326(a)),1.0,1.0,0.0,0.0,September
222,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Attempt to Acid Attack (326(b)),7.0,0.0,0.0,1.0,September
223,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Grievous Hurt,943.0,125.0,81.0,74.0,September
224,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Simple Hurt,12223.0,1467.0,1165.0,1240.0,September
225,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Custodial,1.0,0.0,0.0,0.0,September
226,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Sub Total,13175.0,1593.0,1246.0,1315.0,September
227,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)","ADULTERATION (Sec. 272, 273 to 276 IPC)",,,,,September
228,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Attempt to Commit,0.0,0.0,0.0,0.0,September
229,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Alcoholic Drink (Liquor),4.0,0.0,1.0,0.0,September
230,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Cement & Chemical/Fertiliser,0.0,0.0,0.0,0.0,September
231,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Cosmetics,0.0,0.0,0.0,0.0,September
232,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Diesel,0.0,0.0,0.0,0.0,September
233,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Drug/Medicine,0.0,0.0,0.0,0.0,September
234,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Edible Oil,0.0,1.0,0.0,0.0,September
235,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Food Grain,0.0,0.0,0.0,0.0,September
236,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Kerosene,0.0,0.0,0.0,0.0,September
237,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Life Saving Drug,0.0,0.0,0.0,0.0,September
238,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Mobile Oil,0.0,0.0,0.0,0.0,September
239,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Petrol,0.0,0.0,0.0,0.0,September
240,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Petroleum Product,0.0,0.0,0.0,0.0,September
241,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Soft Drinks,0.0,0.0,0.0,0.0,September
242,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Spices,1.0,0.0,0.0,0.0,September
243,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Others,4.0,1.0,0.0,0.0,September
244,A - IPC Crime,AFFRAY (Sec. 160 IPC ),,392.0,67.0,45.0,46.0,September
245,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Agricultural Produce,53.0,0.0,2.0,2.0,September
246,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Attemp to Commit,1.0,0.0,0.0,1.0,September
247,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Boat / Ship,0.0,0.0,0.0,0.0,September
248,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Dwelling House,13.0,1.0,2.0,1.0,September
249,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Educational Institution,2.0,0.0,0.0,1.0,September
250,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Govt. Property,7.0,1.0,0.0,0.0,September
251,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Industrial Establishment,1.0,0.0,0.0,0.0,September
252,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Place of worship,0.0,0.0,0.0,0.0,September
253,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Public Place,9.0,1.0,0.0,2.0,September
254,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Railway Property,0.0,0.0,0.0,0.0,September
255,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Vital Installation,0.0,0.0,0.0,0.0,September
256,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Warehouse (Godown),2.0,1.0,0.0,0.0,September
257,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Others,101.0,13.0,6.0,11.0,September
258,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Attempt To Commit,3.0,1.0,0.0,0.0,September
259,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Contractor,1.0,0.0,0.0,0.0,September
260,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Domestic Servant,0.0,0.0,0.0,0.0,September
261,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Labourer,1.0,2.0,0.0,0.0,September
262,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (General),12.0,2.0,1.0,1.0,September
263,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (SC),1.0,1.0,0.0,0.0,September
264,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (ST),0.0,0.0,0.0,0.0,September
265,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Manager/Executive (Other Than Public Servant),0.0,0.0,0.0,0.0,September
266,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)","On Member of Clergy (Christian, Budhist, Jain, Sikh)",0.0,0.0,0.0,0.0,September
267,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Member of Legislative Assembly / Council (MLA/MLC),0.0,0.0,0.0,0.0,September
268,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Member of Parliament (MP),0.0,0.0,0.0,0.0,September
269,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On other Dignitaries /Public Figures,2.0,0.0,0.0,0.0,September
270,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Press,1.0,0.0,0.0,0.0,September
271,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Professional ,1.0,0.0,0.0,0.0,September
272,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Public Servant,1.0,0.0,0.0,0.0,September
273,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Student,0.0,0.0,0.0,0.0,September
274,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Teacher,0.0,0.0,0.0,0.0,September
275,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Women (General),4.0,0.0,1.0,0.0,September
276,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (SC),0.0,0.0,0.0,0.0,September
277,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (ST),0.0,0.0,0.0,0.0,September
278,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Attempt to Commit,1.0,2.0,0.0,0.0,September
279,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Caste Issue,12.0,0.0,1.0,0.0,September
280,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Communal Issue,66.0,8.0,4.0,11.0,September
281,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Linguistic Issue,0.0,0.0,0.0,0.0,September
282,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Political Issue,13.0,1.0,0.0,0.0,September
283,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Racial/Ethnic Issue,0.0,0.0,0.0,0.0,September
284,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Regional Issue,20.0,0.0,1.0,4.0,September
285,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Religious Issue,98.0,10.0,8.0,21.0,September
286,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Sectarian Issue,0.0,0.0,0.0,0.0,September
287,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Others,59.0,14.0,1.0,5.0,September
288,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Sub Total,269.0,35.0,15.0,41.0,September
289,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",,,,,September
290,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Conspiracy To Wage War,0.0,0.0,0.0,0.0,September
291,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Related to Substantive Offence,3.0,1.0,0.0,0.0,September
292,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Others,17.0,3.0,1.0,1.0,September
293,A - IPC Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),,1927.0,219.0,244.0,203.0,September
294,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Attempt to Commit,0.0,0.0,0.0,0.0,September
295,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Bank,4.0,0.0,0.0,0.0,September
296,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Business Establishment,0.0,0.0,0.0,0.0,September
297,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Charitable Organisation,0.0,0.0,0.0,0.0,September
298,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Chitfund Organisation,0.0,0.0,0.0,0.0,September
299,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Co-operative Organisation,0.0,0.0,0.0,0.0,September
300,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Commercial Establishment/Shop,0.0,0.0,0.0,0.0,September
301,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Customs Department,0.0,0.0,0.0,0.0,September
302,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Excise Department,0.0,0.0,0.0,0.0,September
303,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Financial Institution,1.0,0.0,0.0,0.0,September
304,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Income Tax Department,0.0,0.0,0.0,0.0,September
305,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Other Government Organisation,0.0,0.0,0.0,0.0,September
306,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Postal Department,0.0,1.0,0.0,0.0,September
307,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Public Sector Undertakings,0.0,0.0,0.0,0.0,September
308,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Railway Department,0.0,0.0,0.0,0.0,September
309,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Revenue Department,0.0,0.0,0.0,0.0,September
310,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Sales Tax Department,0.0,0.0,0.0,0.0,September
311,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Social Organisation (Aided) (N),0.0,0.0,0.0,0.0,September
312,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Transport Authority,0.0,0.0,0.0,0.0,September
313,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Other than religious,0.0,0.0,0.0,0.0,September
314,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Religious,0.0,0.0,0.0,0.0,September
315,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Others,6.0,0.0,0.0,2.0,September
316,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Attempt to Commit,11.0,1.0,1.0,1.0,September
317,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Club,0.0,0.0,0.0,0.0,September
318,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hostel,10.0,0.0,1.0,3.0,September
319,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hotel,13.0,2.0,5.0,0.0,September
320,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),House,510.0,55.0,57.0,63.0,September
321,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Land,1163.0,151.0,126.0,114.0,September
322,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Office,40.0,4.0,5.0,3.0,September
323,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Prohibited Places,16.0,2.0,2.0,2.0,September
324,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Religious Place,9.0,1.0,0.0,1.0,September
325,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Restricted Area,11.0,1.0,1.0,1.0,September
326,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Others,182.0,22.0,19.0,28.0,September
327,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband ,847.0,93.0,76.0,76.0,September
328,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband And Relative(S) in Law,1098.0,104.0,130.0,113.0,September
329,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Relative(S) in Law,21.0,1.0,1.0,3.0,September
330,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Dowry Harassment,376.0,42.0,34.0,57.0,September
331,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Prevention of Gaming,2.0,0.0,0.0,0.0,September
332,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband  ,3.0,2.0,0.0,1.0,September
333,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband And Relatives In Law,31.0,11.0,5.0,2.0,September
334,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Relatives in Law,0.0,0.0,0.0,0.0,September
335,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Burning,1.0,0.0,0.0,1.0,September
336,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Hanging,48.0,8.0,5.0,7.0,September
337,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Other Means,5.0,2.0,0.0,2.0,September
338,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Electrocution,15.0,1.0,0.0,4.0,September
339,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Adulterated Food/Drug,0.0,0.0,0.0,0.0,September
340,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Accident by Air,1.0,0.0,0.0,1.0,September
341,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Boad Accident,0.0,0.0,0.0,0.0,September
342,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Bridge/Dam Collapse,0.0,0.0,0.0,0.0,September
343,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Building Collapse,6.0,2.0,0.0,0.0,September
344,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Caused By Animal,2.0,2.0,0.0,1.0,September
345,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Death Due to Other Cause,66.0,8.0,7.0,3.0,September
346,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Electrocution Accident,44.0,6.0,5.0,4.0,September
347,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Explosion Accident,1.0,0.0,0.0,0.0,September
348,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Fire accident,3.0,0.0,1.0,0.0,September
349,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Gas Leakage Accident,3.0,0.0,0.0,1.0,September
350,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Infrastucture In Construction,57.0,3.0,5.0,6.0,September
351,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Medical Treatment,4.0,1.0,1.0,0.0,September
352,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Custody of Public Servant,0.0,0.0,0.0,0.0,September
353,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Jail/Judicial Custody,1.0,0.0,0.0,0.0,September
354,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Police Custody,0.0,0.0,0.0,0.0,September
355,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Industrial Accident (Factory),6.0,0.0,0.0,1.0,September
356,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Inflammable Substance,0.0,0.0,0.0,0.0,September
357,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Mine Accident,0.0,0.0,0.0,0.0,September
358,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Poisonous Substance,1.0,0.0,0.0,0.0,September
359,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Quarry Accident,0.0,0.0,0.0,0.0,September
360,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Spurious Liquor (Hooch) Accident,1.0,0.0,0.0,0.0,September
361,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Railway Accident,1.0,0.0,0.0,1.0,September
362,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Others,69.0,4.0,7.0,13.0,September
363,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),National Highways,2872.0,312.0,271.0,292.0,September
364,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),State Highways,2304.0,238.0,220.0,192.0,September
365,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Roads,3151.0,353.0,313.0,298.0,September
366,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Places,139.0,15.0,16.0,10.0,September
367,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",National Highways,7675.0,853.0,847.0,808.0,September
368,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",State Highways,5354.0,548.0,532.0,539.0,September
369,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Roads,10276.0,1221.0,1072.0,1095.0,September
370,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Places,302.0,31.0,43.0,34.0,September
371,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Sub Total,23607.0,2653.0,2494.0,2476.0,September
372,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)","DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",,,,,September
373,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Child,17.0,2.0,1.0,0.0,September
374,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Woman,3.0,0.0,1.0,0.0,September
375,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Women and Child,2.0,0.0,0.0,0.0,September
376,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Sub Total,22.0,2.0,2.0,0.0,September
377,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)","DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",,,,,September
378,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Air Force,1.0,0.0,0.0,0.0,September
379,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Army,0.0,0.0,0.0,0.0,September
380,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Navy,0.0,0.0,0.0,0.0,September
381,A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Jail Custody,4.0,1.0,0.0,0.0,September
382,A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Police Custody,21.0,3.0,3.0,4.0,September
383,A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",Others,6.0,2.0,1.0,0.0,September
384,A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Attempt to Commit,2.0,0.0,0.0,1.0,September
385,A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Non-Uniformed Authority,4.0,2.0,1.0,0.0,September
386,A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Uniformed Authority,0.0,0.0,0.0,0.0,September
387,A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)",,323.0,38.0,36.0,34.0,September
388,A - IPC Crime,MOLESTATION (Sec.354 IPC),Attempt to Commit,54.0,7.0,6.0,5.0,September
389,A - IPC Crime,MOLESTATION (Sec.354 IPC),Private Place,870.0,99.0,85.0,72.0,September
390,A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Conveyance,9.0,0.0,2.0,1.0,September
391,A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Place,1828.0,168.0,178.0,192.0,September
392,A - IPC Crime,MOLESTATION (Sec.354 IPC),Other Places,2268.0,284.0,206.0,203.0,September
393,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Attempt to Commit,3.0,2.0,0.0,1.0,September
394,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Fatal,2.0,0.0,0.0,1.0,September
395,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Non Fatal,4.0,0.0,0.0,1.0,September
396,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Advertisement,0.0,0.0,0.0,0.0,September
397,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Audio Tape,0.0,0.0,0.0,0.0,September
398,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Book,0.0,0.0,0.0,0.0,September
399,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Computer Software,0.0,0.0,0.0,0.0,September
400,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Figures,0.0,0.0,0.0,0.0,September
401,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Film (Blue),0.0,0.0,0.0,0.0,September
402,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Painting,0.0,0.0,0.0,0.0,September
403,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Pamphlet,0.0,0.0,0.0,0.0,September
404,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Paper,0.0,0.0,0.0,0.0,September
